"","G","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","E","OPS"
"1710",63,71,3,13,0,0,0,13,1,0,0,6,0,19,3,3,0.429851838302542
"1711",81,130,9,29,3,1,0,34,7,1,1,6,1,32,0,3,0.524312184166199
"1712",38,53,6,13,2,1,0,17,5,0,1,4,2,17,0,2,0.642788615286217
"1713",117,290,36,62,11,0,4,85,39,4,2,22,5,67,7,3,0.57386054606766
"1714",109,183,23,38,7,1,3,56,19,3,1,14,8,55,1,5,0.598693855791017
"1715",29,45,3,7,2,0,0,9,2,0,0,4,1,16,0,2,0.44
"1716",25,32,5,10,2,0,2,18,7,0,0,3,3,10,0,0,0.983552631578947
"1717",51,85,9,17,5,0,2,28,6,0,0,6,0,30,3,0,0.582159017453135
"1718",54,112,14,25,5,2,7,55,21,0,0,10,5,25,3,1,0.806032058492688
"1719",21,57,6,9,1,0,0,10,5,0,1,2,0,12,2,3,0.36187927445733
"1720",29,43,5,11,1,1,2,20,7,0,0,3,0,13,0,2,0.769464105156724
"1721",94,147,17,43,9,0,6,70,31,1,1,19,3,22,3,1,0.860805860805861
"1722",106,268,28,65,13,0,4,90,31,3,1,26,0,59,6,1,0.645344705046198
"1723",91,212,12,55,11,0,2,72,26,1,2,24,0,39,6,3,0.674368404221298
"1724",123,381,49,98,22,0,15,165,57,1,1,23,2,51,15,6,0.736026531166363
"1725",77,210,20,67,17,0,6,102,36,1,0,17,0,29,3,4,0.855758338577722
"1726",54,100,5,19,2,0,1,24,13,0,0,7,1,21,5,3,0.49
"1727",125,431,49,132,23,0,12,191,58,1,1,48,5,52,16,9,0.825386857394873
"1728",110,381,32,101,15,0,14,158,62,0,3,31,9,62,16,4,0.749615027337735
"1729",108,338,43,100,16,1,13,157,65,1,0,34,4,58,20,1,0.831518318015863
"1730",56,108,13,22,2,0,3,33,13,0,1,8,2,14,4,1,0.576741996233522
"1731",80,181,16,55,8,0,2,69,30,0,1,11,2,21,6,1,0.731730933530785
"1732",94,252,20,70,8,0,1,81,37,0,1,26,3,29,6,5,0.673741738688358
"1733",33,42,8,7,1,0,0,8,1,2,0,0,0,13,0,1,0.357142857142857
"1734",20,38,4,10,3,0,2,19,11,0,0,2,0,11,1,0,0.8
"1735",76,199,31,53,5,0,19,115,42,0,0,28,3,66,5,2,0.942
"1736",31,90,11,21,4,0,6,43,16,0,0,7,1,34,3,1,0.774
"1737",27,72,5,18,3,0,4,33,11,0,0,6,1,25,3,2,0.774
"1738",43,79,9,19,4,0,0,23,7,0,0,3,2,11,1,2,0.573
"1739",61,126,13,37,7,0,4,56,18,2,4,10,0,30,6,3,0.785
"1740",72,156,27,48,15,0,3,72,27,3,2,10,2,20,2,6,0.813
"1741",101,302,46,82,14,1,4,110,32,10,4,20,4,58,4,14,0.688
"1742",47,76,13,7,2,0,0,9,2,7,1,8,1,19,1,1,0.304
"1743",82,156,21,38,4,1,1,47,9,4,4,32,7,38,2,6,0.696
"1744",109,170,17,39,1,0,1,43,15,6,5,33,2,36,4,6,0.612
"1745",45,67,10,13,4,0,0,17,4,0,2,13,2,22,3,5,0.595
"1746",21,32,3,7,0,0,0,7,2,0,0,0,0,6,0,1,0.438
"1747",69,91,9,19,4,0,1,26,8,0,0,4,4,17,1,6,0.556
"1748",60,89,12,24,5,0,2,35,8,0,0,6,8,19,3,2,0.758
"1749",48,112,9,27,3,1,1,35,10,0,2,5,3,22,3,2,0.6
"1750",71,99,6,15,3,0,0,18,7,0,0,3,8,19,6,1,0.416
"1751",104,269,22,69,10,0,1,82,16,0,2,26,8,36,10,1,0.645
"1752",128,298,36,78,17,0,1,98,27,8,0,20,15,61,8,5,0.666
"1753",45,85,6,21,5,0,1,29,11,0,0,5,2,27,3,1,0.645
"1754",92,280,25,62,11,0,12,109,40,3,2,14,7,90,6,8,0.664
"1755",122,408,49,109,19,1,16,178,66,8,7,33,11,84,3,12,0.774
"1756",114,406,77,133,24,1,12,195,61,19,8,41,17,58,7,14,0.89
"1757",99,339,63,90,15,0,19,162,58,11,0,40,22,64,6,9,0.854
"1758",123,400,84,120,31,1,20,213,80,12,4,49,20,72,7,14,0.929
"1759",113,403,64,125,25,1,20,212,75,15,5,46,20,72,8,5,0.928
"1760",130,474,85,142,33,1,26,255,84,20,8,49,21,98,8,6,0.923
"1761",120,434,75,137,18,0,28,239,83,24,8,64,24,109,10,19,0.98
"1762",82,308,65,94,20,0,14,156,76,7,2,37,12,69,9,12,0.903
"1763",81,275,43,81,17,0,17,149,58,5,2,46,5,78,6,4,0.943
"1764",141,500,106,144,24,1,40,290,106,1,2,77,23,126,6,14,0.983
"1765",130,430,89,136,18,1,46,294,113,1,5,70,19,107,8,6,1.111
"1766",115,406,95,99,16,1,35,222,74,9,2,58,23,129,10,11,0.915
"1767",88,155,29,51,4,1,0,57,11,8,4,8,7,48,1,5,0.754
"1768",57,83,17,21,2,0,2,29,6,1,3,7,1,20,2,3,0.668
"1769",81,210,29,57,11,2,2,78,22,4,3,18,3,23,2,4,0.707
"1770",47,91,12,27,5,1,2,40,10,1,0,8,0,9,3,1,0.79
"1771",82,189,38,53,14,0,4,79,31,1,1,14,2,25,1,3,0.751
"1772",100,238,34,67,16,2,5,102,32,0,3,25,3,34,6,8,0.785
"1773",85,160,21,45,11,0,2,62,22,0,0,12,4,19,2,2,0.727
"1774",129,399,65,120,16,6,7,169,57,3,2,38,9,58,10,7,0.794
"1775",138,519,87,173,39,6,26,302,108,1,0,51,10,89,5,3,0.979
"1776",100,280,19,69,8,0,8,101,42,4,1,24,3,58,9,0,0.673
"1777",109,315,28,79,11,0,11,123,47,1,1,34,3,67,7,2,0.719
"1778",121,386,48,94,20,2,16,166,75,1,0,51,2,95,10,0,0.76
"1779",67,169,16,38,5,0,6,61,23,1,0,23,1,46,8,0,0.679
"1780",116,361,49,109,11,0,17,171,94,1,0,49,3,77,13,5,0.86
"1781",127,424,63,136,26,1,22,230,82,0,5,50,5,83,17,2,0.939
"1782",124,421,49,114,26,0,15,185,75,0,1,56,1,104,11,1,0.793
"1783",89,248,15,62,3,1,6,85,30,1,0,25,2,47,9,3,0.665
"1784",100,222,22,60,8,0,7,89,36,0,0,39,0,47,7,1,0.777
"1785",121,371,54,106,13,0,23,188,90,1,0,81,2,88,14,0,0.918
"1786",144,507,78,155,18,1,31,268,109,0,0,108,1,134,17,0,0.957
"1787",116,325,49,85,10,0,19,152,70,0,0,64,3,102,14,0,0.852
"1788",125,409,43,119,15,0,14,176,82,0,0,49,1,89,24,1,0.794
"1789",93,153,7,39,3,0,4,54,24,0,0,24,0,41,6,0,0.705
"1790",79,209,28,43,10,0,9,80,28,2,0,25,2,79,5,1,0.677
"1791",28,55,6,11,3,0,2,20,8,0,0,7,2,24,0,0,0.672
"1792",129,464,66,121,22,0,32,239,92,5,4,47,9,131,15,4,0.854
"1793",127,434,63,120,11,1,19,190,85,3,5,61,13,107,9,5,0.818
"1794",120,395,59,98,26,0,17,175,55,6,3,66,6,109,11,0,0.804
"1795",106,367,39,110,27,0,8,161,53,0,0,50,3,86,18,0,0.826
"1796",99,299,32,78,16,0,12,130,45,1,2,23,3,79,8,3,0.752
"1797",109,333,55,97,17,0,18,168,64,0,3,65,4,101,9,1,0.915
"1798",28,70,4,23,2,0,1,28,9,0,0,11,2,16,1,0,0.834
"1799",89,258,29,79,21,0,13,139,50,0,2,19,10,77,3,1,0.914
"1800",57,136,14,29,3,0,7,53,13,0,1,15,3,53,5,1,0.695
"1801",37,106,14,34,8,0,1,45,16,0,1,3,3,29,1,3,0.776
"1802",98,222,38,65,12,1,7,100,35,2,2,25,8,57,1,10,0.834
"1803",126,384,68,106,24,0,19,187,71,3,0,48,6,76,9,3,0.851
"1804",113,415,70,118,24,0,23,211,83,1,2,53,9,60,12,3,0.883
"1805",121,420,71,117,29,1,24,220,97,4,0,71,8,91,13,2,0.913
"1806",133,480,80,163,37,3,30,296,118,4,3,76,5,88,8,1,1.044
"1807",125,461,51,125,27,1,14,196,77,2,1,55,5,76,20,3,0.773
"1808",128,511,80,156,28,0,29,271,98,2,1,47,7,91,5,1,0.896
"1809",113,430,92,153,33,0,31,279,100,4,2,50,7,62,11,1,1.075
"1810",144,547,94,174,33,1,33,308,123,2,5,73,9,101,13,2,0.965
"1811",138,519,99,195,46,2,31,338,144,2,2,83,9,83,12,3,1.115
"1812",142,514,98,176,36,3,26,296,120,0,1,96,11,82,15,4,1.026
"1813",143,528,92,179,34,1,25,290,103,3,0,66,7,87,17,4,0.963
"1814",19,40,4,11,0,0,2,17,6,2,3,2,3,15,0,0,0.780555555555556
"1815",35,49,9,11,4,0,0,15,2,0,0,3,2,12,3,0,0.602418745275888
"1816",111,376,56,116,25,1,18,197,72,1,0,34,7,85,11,8,0.900434971171999
"1817",125,443,95,152,30,6,37,305,121,11,2,58,7,99,6,13,1.11565293898082
"1818",142,472,130,180,42,5,47,373,140,40,8,103,13,91,7,4,1.29365559783235
"1819",123,436,118,140,30,3,40,296,121,13,4,74,12,103,2,4,1.11184927413969
"1820",119,445,61,145,33,2,17,233,92,9,11,41,0,60,11,6,0.906311555000694
"1821",70,127,10,22,1,0,1,26,4,7,2,9,0,50,2,6,0.433
"1822",115,405,58,113,21,1,10,166,57,5,7,18,9,115,3,19,0.733
"1823",111,432,69,123,18,8,11,190,52,7,6,23,5,83,6,9,0.768
"1824",141,484,67,123,20,3,9,176,52,14,12,28,4,130,7,18,0.664
"1825",31,73,18,17,5,0,1,25,11,1,1,8,6,29,0,1,0.698
"1826",80,248,33,64,10,0,6,92,26,10,3,21,7,73,2,6,0.703
"1827",94,187,26,41,5,0,3,55,15,12,4,20,5,63,3,4,0.604
"1828",101,196,31,44,11,1,3,66,18,9,5,21,4,57,3,8,0.648
"1829",99,285,36,75,15,2,14,136,52,2,3,20,16,82,6,2,0.82
"1830",67,143,17,36,10,3,3,61,24,0,0,11,5,53,1,1,0.75
"1831",103,350,64,103,21,2,29,215,73,2,2,46,15,79,8,5,1.01
"1832",136,486,97,138,31,0,41,292,115,4,2,52,16,124,10,1,0.968
"1833",87,211,24,49,13,1,4,76,25,0,1,12,2,58,7,12,0.639
"1834",24,33,2,1,0,0,0,1,2,0,0,3,1,12,0,1,0.165
"1835",96,83,7,19,2,1,0,23,7,0,0,6,1,25,1,2,0.566
"1836",61,89,10,22,6,0,3,37,15,0,0,7,2,24,4,1,0.732
"1837",92,154,28,41,8,0,0,49,14,9,8,7,5,17,7,5,0.635
"1838",75,228,35,68,9,1,1,82,25,14,4,27,9,14,7,7,0.747
"1839",105,198,33,49,8,1,0,59,10,6,4,21,6,21,7,3,0.633
"1840",117,404,64,128,20,2,1,155,41,8,3,31,7,42,11,13,0.757
"1841",144,538,96,154,24,4,7,207,81,6,6,49,14,58,14,8,0.745
"1842",130,369,50,95,22,1,3,128,40,8,4,29,10,48,15,5,0.674
"1843",133,516,85,167,30,5,10,237,79,20,4,32,16,52,15,7,0.835
"1844",79,166,13,37,6,1,0,45,15,2,2,11,2,43,6,6,0.546
"1845",94,210,11,41,11,0,1,55,14,0,0,15,7,62,5,5,0.534
"1846",116,260,29,56,12,1,1,73,19,0,2,29,14,86,7,8,0.608
"1847",93,182,18,40,8,0,2,54,12,0,0,20,8,52,6,5,0.619
"1848",61,91,8,16,7,0,1,26,6,0,0,7,5,29,3,3,0.558
"1849",48,78,9,17,8,0,0,25,12,0,0,6,5,21,2,1,0.636
"1850",30,40,4,9,3,0,1,15,4,0,0,4,2,10,2,0,0.701
"1851",34,54,4,9,2,0,0,11,4,0,0,3,1,5,0,0,0.427841634738186
"1852",77,210,29,45,10,0,4,67,20,2,3,12,1,26,5,6,0.579137305146274
"1853",67,125,9,31,8,1,2,47,19,2,0,6,0,13,0,2,0.658442748091603
"1854",99,245,28,59,13,2,2,82,20,4,5,21,6,28,6,10,0.650870348139256
"1855",53,78,4,15,1,0,1,19,7,1,1,10,1,14,2,1,0.535724575050418
"1856",38,61,7,13,1,0,0,14,5,0,0,3,2,7,0,0,0.502235469448584
"1857",53,100,10,26,5,0,1,34,8,1,2,10,3,14,3,1,0.685132743362832
"1858",142,529,85,162,47,2,30,303,110,23,9,51,5,93,5,4,0.942
"1859",111,353,47,91,14,1,16,155,63,3,1,22,3,61,10,8,0.74597179129757
"1860",127,438,55,127,13,2,10,174,59,10,3,32,3,50,12,10,0.73975498856034
"1861",122,408,50,109,18,1,8,153,48,9,4,26,6,53,13,9,0.695454545454545
"1862",127,432,51,125,17,0,18,196,70,5,3,37,5,63,17,14,0.806024378809189
"1863",73,241,20,70,12,0,7,103,36,2,2,15,0,44,8,1,0.759417142116183
"1864",133,501,62,165,27,2,14,238,86,10,7,36,10,70,8,4,0.860790302393385
"1865",115,394,41,107,17,0,11,157,74,2,2,29,3,57,17,7,0.724768237172613
"1866",119,390,36,112,16,0,10,158,56,1,1,26,4,49,10,4,0.743223443223443
"1867",80,231,21,62,11,0,5,88,39,0,2,26,8,29,10,2,0.743216531895777
"1868",114,423,45,140,19,2,8,187,63,8,1,25,4,35,16,1,0.815974183560326
"1869",119,426,71,158,33,0,12,227,64,9,3,49,5,55,15,0,0.974530516431925
"1870",111,431,88,151,28,1,26,259,116,2,2,54,7,49,18,0,1.03182238318903
"1871",132,474,70,145,24,2,6,191,67,2,5,53,3,80,22,0,0.782198869516758
"1872",113,390,48,114,20,0,15,179,74,4,5,47,2,83,10,0,0.830272764441329
"1873",127,469,61,140,21,0,15,206,72,5,3,57,6,93,15,0,0.820811356750084
"1874",124,447,63,141,19,1,20,222,82,5,3,64,4,79,13,0,0.90246953802046
"1875",93,301,39,79,12,0,7,112,46,8,1,42,5,59,13,0,0.734161988773055
"1876",17,40,4,10,2,0,0,12,5,0,1,5,0,9,3,0,0.633333333333333
"1877",31,47,6,10,1,0,1,14,3,1,0,4,1,13,0,1,0.586
"1878",55,92,13,17,3,0,1,23,6,1,0,11,0,22,1,4,0.522
"1879",85,124,15,24,2,0,2,32,12,1,2,13,1,17,6,7,0.533
"1880",56,76,16,20,6,0,1,29,9,0,0,8,0,12,2,4,0.715
"1881",37,46,11,14,0,1,0,16,3,2,2,1,0,9,1,4,0.666975023126735
"1882",24,71,13,19,3,1,0,24,8,2,0,2,0,10,2,2,0.625699401890797
"1883",48,39,7,7,3,0,0,10,4,2,2,0,0,9,0,0,0.435897435897436
"1884",44,72,8,13,3,1,0,18,6,0,0,8,2,19,1,2,0.530487804878049
"1885",82,57,11,9,1,0,0,10,4,2,2,0,3,6,2,3,0.375
"1886",63,160,19,48,6,0,2,60,12,2,2,5,1,33,1,5,0.698
"1887",117,306,27,73,10,1,1,88,18,10,7,16,2,56,8,17,0.567
"1888",133,536,86,152,27,5,18,243,63,30,15,55,3,100,11,12,0.802
"1889",94,306,41,69,14,3,6,107,40,18,7,32,4,73,10,9,0.653
"1890",117,398,62,115,18,4,12,177,68,12,6,40,9,78,9,22,0.805
"1891",133,448,42,122,19,1,4,155,51,26,8,38,5,81,10,15,0.681
"1892",128,489,70,134,29,3,7,190,56,22,11,49,10,78,14,18,0.739
"1893",128,486,66,156,33,3,12,231,76,17,10,53,3,86,8,16,0.863
"1894",144,534,95,155,41,2,26,278,97,11,10,48,4,122,14,16,0.871
"1895",127,498,97,167,26,5,27,284,113,25,10,49,4,66,10,15,0.964
"1896",142,530,76,157,41,3,25,279,88,14,7,49,4,120,5,17,0.884
"1897",18,47,4,7,0,0,1,10,5,0,0,10,0,15,0,1,0.511011571481896
"1898",21,45,8,11,2,0,1,16,8,0,0,10,2,13,2,1,0.75906432748538
"1899",60,117,18,34,6,2,1,47,16,4,0,10,3,38,2,4,0.761
